dblp,journals/vldb/LometS97,Concurrency and Recovery for Index Trees,David B. Lomet, Betty Salzberg,VLDB J.,1997,,,,,,,
acm,765563,EXACT: an extensible approach to active object-oriented databases,"Oscar D&#237;az, Arturo Jaime",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,1997,,,,,,,
dblp,journals/sigmod/RossNO03,Reminiscences on Influential Papers,"Kenneth A. Ross, Beng Chin Ooi, Frank Neven",SIGMOD Record,2003,,,,,,,,
dblp,conf/vldb/LempelM02,Optimizing Result Prefetching in Web Search Engines with Segmented Indices,"Shlomo Moran, Ronny Lempel",VLDB,2002,,,,,,,,
dblp,conf/sigmod/AdelbergD99,Nodose Version 2.0,"Brad Adelberg, Matthew Denny",SIGMOD Conference,1999,,,,,,,,
acm,564770,Visual COKO: a debugger for query optimizer development,"Daniel J. Abadi, Mitch Cherniack",International Conference on Management of Data,2002,,,,,,,,
dblp,journals/vldb/JagadishACLNPPSWWY02,TIMBER: A native XML database,"Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos",VLDB J.,2002,,,,,,,,
acm,564695,An adaptive peer-to-peer network for distributed caching of OLAP results,"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",International Conference on Management of Data,2002,,,,,,,,
dblp,conf/sigmod/LoR96,Spatial Hash-Joins,"Ming-Ling Lo, Chinya V. Ravishankar",SIGMOD Conference,1996,,,,,,,,
dblp,conf/vldb/ChenRS95,Declustering Databases on Heterogeneous Disk Systems,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",VLDB,1995,,,,,,,,
dblp,conf/sigmod/CasatiS01,Models and Languages for Describing and Discovering E-Services,"Ming-Chien Shan, Fabio Casati",SIGMOD Conference,2001,,,,,,,,
acm,640994,A multi-paradigm querying approach for a generic multimedia database management system,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",ACM SIGMOD Record,2003,,,,,,,,
dblp,conf/vldb/XinHLW03,Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration,"Jiawei Han, Xiaolei Li, Benjamin W. Wah, Dong Xin",VLDB,2003,,,,,,,,
dblp,conf/vldb/PedersenJD99,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen",VLDB,1999,,,,,,,,
dblp,conf/vldb/ChangG00,Approximate Query Translation Across Heterogeneous Information Sources,"Hector Garcia-Molina, Kevin Chen-Chuan Chang",VLDB,2000,,,,,,,,
dblp,conf/sigmod/MeccaAMMS98,The Araneus Web-Base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998,,,,,,,,
acm,280362,BeSS: storage support for interactive visualization systems,"A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos",International Conference on Management of Data,1996,,,,,,,,
dblp,journals/sigmod/Hampapur99,Semantic Video Indexing: Approach and Issue,Arun Hampapur,SIGMOD Record,1999,,,,,,,,
acm,673000,Dali: A High Performance Main Memory Storage Manager,"H. V. Jagadish, Daniel F. Lieuwen, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1994,,,,,,,,
